,CallNumber,Company,Ticker,Date,Call,1-Day,1-Week,1-Month,1-Year,1-DayIndex,1-WeekIndex,1-MonthIndex,1-YearIndex,Sector,Industry,CurrentPrice,HistoricalPrice,Time Since Recommendation,Years Since Recommendation,Total Yield,Annual Yield,Year,Performance
8359,14748,Dollar Tree ,DLTR,2016-06-20,Positive Mention,0.30%,-0.30%,2.20%,-27.0,0.10%,-2.50%,4%,19.0,Consumer Defensive,Discount Stores,71.27,92.48,3085 days,8.446269678302533,-22.934688581314887,-2.7153630484036504,2016,-46.0
8360,14749,Hershey Foods ,HSY,2016-07-12,Positive Mention,-0.20%,0.70%,2.90%,-1.0,-0.20%,1.00%,2%,16.0,Consumer Defensive,Confectioners,176.13,108.74,3063 days,8.386036960985626,61.97351480595917,7.390083670544103,2016,-17.0
8361,14752,Merck ,MRK,2019-08-21,Buy,0.00%,0.00%,-2.10%,1.0,-0.30%,0.10%,2%,18.0,Healthcare,Drug Manufacturers - General,101.64,82.87,1928 days,5.278576317590692,22.64993363098829,4.290917146638212,2019,-17.0
8362,14754,Eli Lilly ,LLY,2021-02-22,Buy,1.10%,0.80%,-9.60%,19.0,0.70%,-0.20%,1%,10.0,Healthcare,Drug Manufacturers - General,795.35,200.68,1377 days,3.7700205338809036,296.3274865457445,78.60102720467187,2021,9.0
8363,14755,Caterpillar ,CAT,2019-10-23,Buy,-0.90%,3.00%,9.40%,30.0,-0.20%,1.00%,4%,17.0,Industrials,Farm & Heavy Construction Machinery,406.11,135.34,1865 days,5.106091718001369,200.06649918723215,39.181924304630854,2019,13.0
8364,14756,Adobe Systems ,ADBE,2019-03-22,Buy,1.20%,3.80%,3.80%,17.0,0.10%,2.40%,4%,-18.0,Technology,Software - Infrastructure,515.93,259.69,2080 days,5.69472963723477,98.67149293388269,17.326809035625313,2019,35.0
8365,14757,Apple ,AAPL,2017-01-09,Positive Mention,0.30%,0.70%,11.70%,49.0,0.00%,-0.10%,2%,23.0,Technology,Consumer Electronics,237.33,29.75,2882 days,7.8904859685147155,697.7478991596639,88.42901463152924,2017,26.0
8366,14758,Domino's Pizza ,DPZ,2017-10-24,Positive Mention,1.20%,-4.60%,-4.50%,42.0,-0.30%,0.90%,2%,8.0,Consumer Cyclical,Restaurants,476.19,183.84,2594 days,7.101984941820671,159.02415143603136,22.391507830381823,2017,34.0
8367,14760,Oracle ,ORCL,2021-12-10,Buy,-1.50%,-9.20%,-11.20%,-18.0,-0.80%,-2.10%,0%,-13.0,Technology,Software - Infrastructure,184.84,102.63,1086 days,2.973305954825462,80.10328364026114,26.940814318237,2021,-5.0
8368,14761,Starbucks ,SBUX,2022-01-28,Positive Mention,1.30%,-3.20%,-6.20%,,2.00%,-0.60%,-3%,0.0,Consumer Cyclical,Restaurants,102.46,97.21,1037 days,2.839151266255989,5.400678942495628,1.9022159920410109,2022,
8369,14762,CSX ,CSX,2018-10-12,Negative Mention,1.10%,-3.60%,-1.70%,-2.0,-0.40%,0.20%,-1%,10.0,Industrials,Railroads,36.55,23.4,2241 days,6.135523613963039,56.19658119658119,9.159215208411995,2018,-12.0
8370,14763,Walmart ,WMT,2020-07-13,Buy,2.10%,0.20%,0.30%,9.0,1.80%,1.90%,6%,39.0,Consumer Defensive,Discount Stores,92.5,43.17,1601 days,4.383299110198494,114.26916840398424,26.069215340134445,2020,-30.0
8371,14764,Verizon ,VZ,2018-10-17,Buy,1.50%,3.30%,10.90%,16.0,-1.10%,-2.30%,-3%,10.0,Communication Services,Telecom Services,44.34,53.96,2236 days,6.121834360027378,-17.828020756115638,-2.9122024066060987,2018,6.0
8372,14766,Honeywell ,HON,2021-10-01,Buy,-0.50%,0.50%,2.60%,-18.0,-1.00%,1.40%,7%,-13.0,Industrials,Conglomerates,232.93,215.65,1156 days,3.164955509924709,8.012984001854857,2.531784088821355,2021,-5.0
8373,14768,Northrop Grumman ,NOC,2016-12-06,Negative Mention,-0.10%,-6.10%,-4.20%,24.0,1.40%,0.60%,2%,20.0,Industrials,Aerospace & Defense,489.65,247.84,2916 days,7.983572895277208,97.56697869593285,12.220966724516279,2016,4.0
8374,14770,JPMorgan Chase ,JPM,2018-05-17,Buy,-1.40%,-0.40%,-2.70%,3.0,-0.10%,0.30%,2%,7.0,Financial Services,Banks - Diversified,249.72,112.96,2389 days,6.54072553045859,121.06940509915015,18.51008799182277,2018,-4.0
8375,14771,Boeing ,BA,2018-10-17,Buy,-1.50%,1.20%,-10.30%,-2.0,-1.10%,-2.30%,-3%,10.0,Industrials,Aerospace & Defense,155.44,365.5,2236 days,6.121834360027378,-57.47195622435021,-9.388028627434666,2018,-12.0
8376,14776,NXP Semiconductors ,NXPI,2016-10-24,Buy,-1.00%,-1.10%,-1.10%,16.0,-0.20%,-1.50%,3%,22.0,Technology,Semiconductors,229.37,101.84,2959 days,8.101300479123887,125.22584446190102,15.457499050256624,2016,-6.0
8377,14777,Walt Disney ,DIS,2020-11-16,Buy,0.10%,4.80%,20.10%,9.0,0.20%,0.70%,3%,32.0,Communication Services,Entertainment,117.47,144.67,1475 days,4.03832991101985,-18.801410105757927,-4.655739010934293,2020,-23.0
8378,14778,Dollar Tree ,DLTR,2019-01-10,Buy,1.10%,-2.70%,0.30%,-7.0,0.50%,2.90%,4%,29.0,Consumer Defensive,Discount Stores,71.27,96.41,2151 days,5.88911704312115,-26.07613318120527,-4.427851066683043,2019,-36.0
8379,14779,Zoetis ,ZTS,2017-05-04,Buy,1.20%,0.70%,5.40%,39.0,0.20%,-0.30%,2%,13.0,Healthcare,Drug Manufacturers - Specialty & Generic,175.25,58.87,2767 days,7.575633127994524,197.68982503821982,26.095485578319405,2017,26.0
8380,14780,Nucor ,NUE,2016-08-03,Buy,-0.20%,-1.80%,-7.00%,11.0,0.00%,1.00%,1%,17.0,Basic Materials,Steel,154.69,53.51,3041 days,8.32580424366872,189.08615212109888,22.71085730425234,2016,-6.0
8381,14781,ConAgra Foods ,CAG,2018-09-21,Buy,-1.60%,-9.00%,-0.90%,-19.0,-0.10%,0.20%,-6%,5.0,Consumer Defensive,Packaged Foods,27.55,37.45,2262 days,6.193018480492813,-26.435246995994664,-4.26855612965829,2018,-24.0
8382,14783,Procter & Gamble ,PG,2019-10-16,Buy,-0.60%,7.00%,4.50%,26.0,-0.10%,0.40%,4%,18.0,Consumer Defensive,Household & Personal Products,179.26,117.53,1872 days,5.125256673511293,52.522760146345604,10.247830204835862,2019,8.0
8383,14784,Southern Company ,SO,2020-08-05,Sell,1.10%,2.10%,-0.80%,25.0,0.90%,0.70%,0%,34.0,Utilities,Utilities - Regulated Electric,89.13,53.4,1578 days,4.3203285420944555,66.91011235955055,15.487274106036654,2020,-9.0
8384,14785,American Electric Power ,AEP,2020-09-17,Buy,-1.40%,2.40%,15.90%,9.0,-1.40%,-0.60%,3%,33.0,Utilities,Utilities - Regulated Electric,99.86,80.04,1535 days,4.202600958247776,24.762618690654662,5.892212688444049,2020,-24.0
8385,14787,FedEx ,FDX,2020-12-01,Buy,1.60%,1.20%,-13.00%,-19.0,0.50%,0.00%,1%,26.0,Industrials,Integrated Freight & Logistics,302.67,287.76,1460 days,3.997262149212868,5.1814011676397085,1.2962375181372627,2020,-45.0
8386,14788,Boeing ,BA,2017-10-04,Negative Mention,1.40%,1.20%,2.00%,52.0,0.40%,0.00%,2%,15.0,Industrials,Aerospace & Defense,155.44,255.76,2614 days,7.156741957563312,-39.224272755708476,-5.480744309113436,2017,37.0
8387,14789,Lockheed Martin ,LMT,2016-08-30,Negative Mention,1.70%,-0.70%,-1.30%,29.0,-0.10%,0.70%,0%,16.0,Industrials,Aerospace & Defense,529.41,239.45,3014 days,8.251882272416154,121.09417414909166,14.674733612460427,2016,13.0
8389,14792,Procter & Gamble ,PG,2019-08-01,Negative Mention,-0.10%,0.30%,4.20%,16.0,-0.40%,-0.30%,-1%,15.0,Consumer Defensive,Household & Personal Products,179.26,116.73,1948 days,5.333333333333333,53.56806305148633,10.044011822153687,2019,1.0
8390,14793,Ross Stores ,ROST,2016-11-22,Positive Mention,0.60%,-2.40%,-2.90%,4.0,0.30%,-0.10%,3%,20.0,Consumer Cyclical,Apparel Retail,154.87,68.94,2930 days,8.021902806297057,124.64461850884828,15.538036488176395,2016,-16.0
8391,14794,Honeywell ,HON,2017-12-12,Buy,1.50%,-0.70%,2.10%,-5.0,-0.10%,0.60%,5%,1.0,Industrials,Conglomerates,232.93,147.2,2545 days,6.967830253251198,58.2404891304348,8.358482772059455,2017,-6.0
8392,14795,Lowe's ,LOW,2020-12-21,Buy,0.40%,-2.50%,5.10%,54.0,-0.30%,1.10%,5%,29.0,Consumer Cyclical,Home Improvement Retail,272.43,164.33,1440 days,3.9425051334702257,65.78226738879084,16.68539803038601,2020,25.0
8393,14796,United Rentals ,URI,2017-01-20,Negative Mention,-0.80%,16.90%,17.10%,70.0,-0.30%,0.60%,5%,27.0,Industrials,Rental & Leasing Services,866.0,111.19,2871 days,7.860369609856263,678.8470186167821,86.36324400897932,2017,43.0
8394,14799,Federal Realty Investment ,FRT,2017-01-09,Buy,-0.90%,0.10%,0.60%,-10.0,0.00%,-0.10%,2%,23.0,Real Estate,REIT - Retail,116.65,142.68,2882 days,7.8904859685147155,-18.243622091393327,-2.312103736600074,2017,-33.0
8395,14800,Amazon ,AMZN,2017-01-20,Positive Mention,1.40%,1.50%,4.70%,62.0,-0.30%,0.60%,5%,27.0,Consumer Cyclical,Internet Retail,207.89,40.42,2871 days,7.860369609856263,414.3245917862443,52.710573719932334,2017,35.0
8396,14801,Ulta Beauty ,ULTA,2019-05-16,Buy,0.00%,-2.10%,2.30%,-38.0,0.20%,-1.10%,1%,5.0,Consumer Cyclical,Specialty Retail,386.64,343.24,2025 days,5.544147843942505,12.644213961076792,2.280641555201629,2019,-43.0
8397,14802,Bank of America ,BAC,2021-07-19,Negative Mention,2.30%,0.80%,6.60%,-10.0,1.30%,1.80%,2%,-7.0,Financial Services,Banks - Diversified,47.51,36.93,1230 days,3.3675564681724848,28.64879501760086,8.507294618031475,2021,-3.0
8398,14805,JPMorgan Chase ,JPM,2019-04-05,Buy,0.50%,4.10%,8.90%,-13.0,0.20%,0.40%,1%,-6.0,Financial Services,Banks - Diversified,249.72,105.31,2066 days,5.6563997262149215,137.12847782736682,24.243067050554565,2019,-7.0
8400,14809,MGM Resorts ,MGM,2016-10-24,Buy,-0.60%,1.20%,9.90%,20.0,-0.20%,-1.50%,3%,22.0,Consumer Cyclical,Resorts & Casinos,38.34,26.28,2959 days,8.101300479123887,45.89041095890411,5.664573370307444,2016,-2.0
8401,14810,Salesforce ,CRM,2020-01-13,Buy,-0.80%,1.70%,3.60%,20.0,0.00%,1.20%,3%,18.0,Technology,Software - Application,329.99,183.85,1783 days,4.8815879534565365,79.48871362523798,16.28337221066639,2020,2.0
8402,14811,Akamai Technologies ,AKAM,2021-06-15,Buy,-1.10%,-0.60%,0.30%,-25.0,-0.60%,0.40%,3%,-12.0,Technology,Software - Infrastructure,94.02,118.18,1264 days,3.460643394934976,-20.44339143679134,-5.907396141050662,2021,-13.0
8403,14813,Walgreens Boots Alliance ,WBA,2019-06-21,Negative Mention,-0.80%,5.20%,3.80%,-14.0,-0.20%,0.70%,1%,8.0,Healthcare,Pharmaceutical Retailers,9.02,52.45,1989 days,5.44558521560575,-82.80266920877027,-15.20546753569801,2019,-22.0
8404,14814,Palo Alto Networks ,PANW,2019-05-01,Buy,0.30%,-3.60%,-20.30%,-21.0,-0.20%,-1.60%,-6%,-1.0,Technology,Software - Infrastructure,387.82,82.13,2040 days,5.585215605749487,372.20260562522833,66.64068711010522,2019,-20.0
8405,14815,Comcast ,CMCSA,2017-06-07,Buy,-2.10%,1.20%,-4.90%,-20.0,0.00%,0.00%,0%,16.0,Communication Services,Telecom Services,43.19,41.89,2733 days,7.482546201232033,3.1033659584626334,0.41474731662220155,2017,-36.0
8406,14816,AbbVie ,ABBV,2021-01-08,Buy,1.80%,4.10%,-0.90%,31.0,0.20%,0.00%,3%,25.0,Healthcare,Drug Manufacturers - General,182.93,107.27,1422 days,3.893223819301848,70.5323016686865,18.116682970807133,2021,6.0
8407,14817,Microsoft ,MSFT,2020-06-08,Buy,1.00%,2.00%,12.90%,35.0,0.20%,-2.40%,-2%,34.0,Technology,Software - Infrastructure,423.46,188.36,1636 days,4.479123887748118,124.81418560203862,27.86575873541846,2020,1.0
8408,14819,General Mills ,GIS,2017-09-20,Sell,-0.70%,1.10%,0.90%,-11.0,-0.20%,0.40%,3%,19.0,Consumer Defensive,Packaged Foods,66.26,52.17,2628 days,7.195071868583162,27.007858922752547,3.753660757814067,2017,-30.0
8409,14820,Walgreens Boots Alliance ,WBA,2021-06-25,Sell,0.30%,-8.60%,-9.50%,-16.0,0.10%,1.30%,3%,-8.0,Healthcare,Pharmaceutical Retailers,9.02,52.16,1254 days,3.433264887063655,-82.70705521472394,-24.08991380955177,2021,-8.0
8410,14821,HP ,HPQ,2019-06-20,Buy,-0.60%,0.40%,3.60%,-15.0,0.00%,-0.30%,1%,8.0,Technology,Computer Hardware,35.43,20.86,1990 days,5.448323066392882,69.84659635666347,12.819833828779563,2019,-23.0
8411,14822,EOG Resources ,EOG,2018-02-26,Negative Mention,-2.10%,-5.50%,-1.60%,-10.0,-1.30%,-0.60%,-4%,4.0,Energy,Oil & Gas E&P,133.26,109.49,2469 days,6.759753593429158,21.70974518220842,3.211617832240431,2018,-14.0
8412,14823,Amgen ,AMGN,2017-02-07,Buy,1.00%,2.90%,8.70%,6.0,0.10%,2.50%,4%,15.0,Healthcare,Drug Manufacturers - General,282.87,166.82,2853 days,7.811088295687885,69.5659992806618,8.90605721600481,2017,-9.0
8413,14824,Verizon ,VZ,2020-03-02,Buy,-2.60%,1.50%,-0.80%,4.0,-3.00%,-3.90%,-16%,29.0,Communication Services,Telecom Services,44.34,57.32,1734 days,4.747433264887063,-22.644801116538726,-4.769904041416246,2020,-25.0
8414,14827,Chipotle Mexican Grill ,CMG,2018-10-04,Buy,0.50%,-3.00%,4.50%,81.0,-0.60%,-4.10%,-5%,4.0,Consumer Cyclical,Restaurants,61.52,8.96,2249 days,6.157426420260096,586.6071428571428,95.26823429460711,2018,77.0
8415,14828,PayPal ,PYPL,2020-06-08,Buy,0.70%,2.80%,16.80%,68.0,0.20%,-2.40%,-2%,34.0,Financial Services,Credit Services,86.77,156.09,1636 days,4.479123887748118,-44.4102761227497,-9.914947037796043,2020,34.0
8416,14830,Costco ,COST,2020-06-29,Buy,0.70%,4.30%,7.40%,35.0,1.40%,1.80%,5%,41.0,Consumer Defensive,Discount Stores,971.88,301.59,1615 days,4.421629021218344,222.25206406047948,50.26474699572144,2020,-6.0
8417,14831,Ulta Beauty ,ULTA,2016-05-12,Buy,-0.90%,1.60%,16.00%,44.0,-0.70%,0.40%,2%,20.0,Consumer Cyclical,Specialty Retail,386.64,207.43,3124 days,8.553045859000685,86.39541049992766,10.1011279401724,2016,24.0
8418,14832,Chipotle Mexican Grill ,CMG,2019-10-24,Buy,-1.10%,-2.40%,-0.20%,67.0,0.60%,1.50%,4%,15.0,Consumer Cyclical,Restaurants,61.52,15.97,1864 days,5.103353867214237,285.22229179711957,55.889185664644806,2019,52.0
8419,14834,Starbucks ,SBUX,2017-11-14,Positive Mention,-0.20%,0.80%,2.80%,22.0,-0.10%,1.30%,4%,8.0,Consumer Cyclical,Restaurants,102.46,56.93,2573 days,7.044490075290897,79.97540839627611,11.35290241614452,2017,14.0
8420,14835,General Electric ,GE,2016-09-06,Positive Mention,0.20%,-4.40%,-5.70%,-20.0,0.10%,-2.70%,-1%,15.0,Industrials,Aerospace & Defense,182.16,148.6,3007 days,8.232717316906228,22.584118438761777,2.743215583557612,2016,-35.0
8421,14838,PNC Financial ,PNC,2018-01-05,Buy,0.40%,5.50%,4.10%,-15.0,0.20%,1.10%,-4%,-5.0,Financial Services,Banks - Regional,214.72,144.78,2521 days,6.9021218343600275,48.30777731730902,6.998974877091281,2018,-10.0
8422,14839,Target ,TGT,2021-01-21,Buy,0.50%,-5.60%,-1.20%,17.0,0.20%,-3.30%,1%,16.0,Consumer Defensive,Discount Stores,132.31,191.27,1409 days,3.8576317590691307,-30.825534584618605,-7.99079241095241,2021,1.0
8423,14840,Costco ,COST,2020-12-15,Buy,-0.50%,-2.00%,-2.00%,51.0,0.10%,-0.30%,2%,28.0,Consumer Defensive,Discount Stores,971.88,371.88,1446 days,3.9589322381930185,161.34236850596966,40.75401113195395,2020,23.0
8424,14841,Nike ,NKE,2021-03-03,Negative Mention,-1.50%,6.90%,2.30%,0.0,-1.20%,4.50%,8%,16.0,Consumer Cyclical,Footwear & Accessories,78.77,134.26,1368 days,3.7453798767967146,-41.330254729629075,-11.034996739763903,2021,-16.0
8425,14844,Bristol-Myers Squibb ,BMY,2018-04-24,Negative Mention,0.50%,-0.50%,2.00%,-9.0,0.30%,-0.20%,3%,13.0,Healthcare,Drug Manufacturers - General,59.22,51.58,2412 days,6.6036960985626285,14.811942613416052,2.2429776283375675,2018,-22.0
8426,14845,Yum! Brands ,YUM,2016-06-10,Negative Mention,0.30%,1.80%,4.70%,24.0,-0.40%,0.20%,3%,19.0,Consumer Cyclical,Restaurants,138.94,59.32,3095 days,8.473648186173854,134.2211732973702,15.83983313307414,2016,5.0
8427,14846,Ralph Lauren ,RL,2018-11-02,Buy,2.30%,-11.50%,-16.00%,-26.0,0.30%,-0.30%,2%,15.0,Consumer Cyclical,Apparel Manufacturing,231.4,134.03,2220 days,6.078028747433265,72.64791464597478,11.952545416415445,2018,-41.0
8428,14847,State Street ,STT,2021-12-16,Positive Mention,-0.70%,2.10%,10.70%,-13.0,-0.40%,3.80%,-1%,-16.0,Financial Services,Asset Management,98.51,92.69,1080 days,2.9568788501026693,6.278994497788334,2.123521055849249,2021,3.0
8429,14848,IBM ,IBM,2016-07-15,Positive Mention,0.40%,1.70%,2.10%,-1.0,0.20%,0.10%,1%,16.0,Technology,Information Technology Services,227.41,159.78,3060 days,8.37782340862423,42.326949555639004,5.052260890587302,2016,-17.0
8430,14849,Apple ,AAPL,2021-10-12,Buy,-0.20%,5.90%,6.60%,2.0,0.10%,4.00%,7%,-15.0,Technology,Consumer Electronics,237.33,141.51,1145 days,3.134839151266256,67.71252914988342,21.600001110912594,2021,17.0
8431,14850,Palo Alto Networks ,PANW,2022-03-31,Buy,-1.60%,-0.50%,-6.40%,,-0.10%,-1.20%,-8%,0.0,Technology,Software - Infrastructure,387.82,207.5,975 days,2.6694045174537986,86.90120481927711,32.55452826691381,2022,
8432,14852,Home Depot ,HD,2018-04-18,Buy,-1.30%,4.90%,7.20%,18.0,-0.30%,-1.00%,2%,10.0,Consumer Cyclical,Home Improvement Retail,429.13,179.85,2418 days,6.620123203285421,138.60439254934667,20.93682976784486,2018,8.0
8433,14854,McDonald's ,MCD,2017-07-25,Buy,-1.40%,0.10%,1.50%,2.0,-0.10%,0.00%,-1%,17.0,Consumer Cyclical,Restaurants,296.01,159.07,2685 days,7.351129363449692,86.08788583642422,11.710838101211898,2017,-15.0
8434,14855,Citigroup ,C,2018-05-30,Buy,0.20%,2.60%,0.70%,-4.0,-0.40%,2.40%,1%,4.0,Financial Services,Banks - Diversified,70.87,66.68,2376 days,6.505133470225872,6.283743251349726,0.9659668445098853,2018,-8.0
8435,14856,Apple ,AAPL,2021-07-23,Buy,0.50%,-2.30%,0.60%,3.0,0.40%,-0.80%,1%,-9.0,Technology,Consumer Electronics,237.33,148.56,1226 days,3.356605065023956,59.75363489499193,17.80180680701126,2021,12.0
8436,14858,IBM ,IBM,2019-01-23,Buy,-0.10%,1.40%,6.50%,11.0,0.10%,2.40%,6%,27.0,Technology,Information Technology Services,227.41,132.89,2138 days,5.853524982888432,71.12649559786291,12.151053562731258,2019,-16.0
8437,14861,Advanced Micro Devices ,AMD,2021-10-15,Buy,4.00%,5.10%,25.80%,-50.0,0.70%,1.90%,5%,-17.0,Technology,Semiconductors,137.175,112.12,1142 days,3.1266255989048597,22.346592936139857,7.14719183005699,2021,-33.0
8438,14863,Delta Air Lines ,DAL,2017-01-12,Positive Mention,0.90%,-1.40%,-2.30%,18.0,0.10%,-0.10%,3%,24.0,Industrials,Airlines,63.82,50.89,2879 days,7.882272416153319,25.407742189035172,3.2234032075530035,2017,-6.0
8439,14866,Yum! Brands ,YUM,2019-08-01,Buy,0.50%,1.40%,-0.20%,-21.0,-0.40%,-0.30%,-1%,15.0,Consumer Cyclical,Restaurants,138.94,116.94,1948 days,5.333333333333333,18.813066529844367,3.527449974345819,2019,-36.0
8440,14867,NextEra Energy ,NEE,2020-09-17,Buy,-0.70%,1.80%,8.20%,20.0,-1.40%,-0.60%,3%,33.0,Utilities,Utilities - Regulated Electric,78.67,69.88,1535 days,4.202600958247776,12.578706353749295,2.993076544434482,2020,-13.0
8441,14868,Costco ,COST,2018-10-31,Buy,0.60%,4.20%,1.30%,31.0,0.70%,2.60%,2%,14.0,Consumer Defensive,Discount Stores,971.88,228.63,2222 days,6.083504449007529,325.0885710536675,53.43771403121155,2018,17.0
8442,14874,Danaher ,DHR,2021-01-08,Positive Mention,0.50%,-3.30%,-3.50%,25.0,0.20%,0.00%,3%,25.0,Healthcare,Diagnostics & Research,239.69,215.83,1422 days,3.893223819301848,11.054996988370469,2.83954827707617,2021,0.0
8443,14875,Walmart ,WMT,2016-12-16,Positive Mention,1.00%,-2.60%,-4.40%,40.0,0.10%,0.30%,0%,21.0,Consumer Defensive,Discount Stores,92.5,23.66,2906 days,7.956194387405886,290.95519864750634,36.56964428974594,2016,19.0
8444,14877,Broadcom ,AVGO,2018-06-06,Buy,0.60%,1.40%,-5.90%,7.0,-0.20%,0.50%,1%,6.0,Technology,Semiconductors,162.08,26.35,2369 days,6.485968514715948,515.1043643263757,79.418264698273,2018,1.0
8445,14878,Campbell Soup ,CPB,2020-09-17,Buy,-0.10%,4.70%,7.80%,-3.0,-1.40%,-0.60%,3%,33.0,Consumer Defensive,Packaged Foods,46.2,45.59,1535 days,4.202600958247776,1.338012722088176,0.3183772942949226,2020,-36.0
8446,14880,Southwest Airlines ,LUV,2016-04-27,Buy,-3.10%,-5.70%,-3.60%,29.0,-0.50%,-1.20%,1%,17.0,Industrials,Airlines,32.36,45.57,3139 days,8.594113620807667,-28.988369541364932,-3.3730493708134883,2016,12.0
8447,14882,UnitedHealth Group ,UNH,2019-10-11,Buy,-0.50%,10.60%,15.20%,52.0,0.00%,1.40%,4%,21.0,Healthcare,Healthcare Plans,610.2,222.07,1877 days,5.138945927446954,174.77822308281176,34.01051996856526,2019,31.0
8448,14886,Apple ,AAPL,2018-05-15,Buy,1.10%,0.10%,0.40%,3.0,0.40%,0.40%,2%,8.0,Technology,Consumer Electronics,237.33,46.61,2391 days,6.546201232032854,409.1825788457413,62.5068744974517,2018,-5.0
8449,14887,Exxon Mobil ,XOM,2017-07-18,Positive Mention,0.50%,-0.60%,-4.30%,5.0,0.40%,0.20%,-2%,15.0,Energy,Oil & Gas Integrated,117.96,80.6,2692 days,7.370294318959616,46.35235732009926,6.289078198798758,2017,-10.0
8450,14888,Chubb ,CB,2018-01-31,Buy,-0.20%,-9.70%,-9.00%,-12.0,0.20%,-8.50%,-3%,-2.0,Financial Services,Insurance - Property & Casualty,288.73,156.15,2495 days,6.830937713894593,84.90553954530901,12.429558444458564,2018,-10.0
8451,14889,Carnival ,CCL,2017-01-31,Buy,0.40%,0.20%,1.10%,31.0,0.00%,0.70%,5%,26.0,Consumer Cyclical,Travel Services,25.43,55.38,2860 days,7.83025325119781,-54.080895630191414,-6.906659835289306,2017,5.0
8452,14890,Walmart ,WMT,2017-08-01,Positive Mention,0.20%,2.00%,-2.10%,13.0,0.00%,-0.10%,0%,16.0,Consumer Defensive,Discount Stores,92.5,26.83,2678 days,7.3319644079397674,244.76332463660083,33.38304866449531,2017,-3.0
8453,14891,Citigroup ,C,2017-05-10,Buy,0.70%,-1.00%,6.00%,22.0,0.00%,-1.10%,2%,16.0,Financial Services,Banks - Diversified,70.87,60.37,2761 days,7.559206023271732,17.39274474076529,2.3008692562711057,2017,6.0
8454,14893,AutoZone ,AZO,2018-09-14,Buy,0.00%,2.30%,5.30%,51.0,-0.50%,1.00%,-5%,6.0,Consumer Cyclical,Specialty Retail,3169.54,749.2,2269 days,6.2121834360027375,323.0565936999466,52.00371125998479,2018,45.0
8455,14896,Advanced Micro Devices ,AMD,2021-11-01,Buy,2.10%,16.70%,18.10%,-54.0,0.40%,1.20%,-1%,-18.0,Technology,Semiconductors,137.175,125.23,1125 days,3.080082135523614,9.538449253373797,3.096816524262026,2021,-36.0
8456,14898,Oneok ,OKE,2018-09-12,Buy,1.50%,4.00%,-1.70%,19.0,0.20%,0.90%,-5%,6.0,Energy,Oil & Gas Midstream,113.6,65.11,2271 days,6.217659137577002,74.47396713254491,11.977814396812871,2018,13.0
8457,14900,ServiceNow ,NOW,2018-10-08,Negative Mention,0.80%,6.20%,2.60%,44.0,0.00%,-2.40%,-2%,3.0,Technology,Software - Application,1049.44,180.26,2245 days,6.146475017111568,482.1812936868967,78.44842651186593,2018,41.0
8458,14902,Walmart ,WMT,2019-09-06,Buy,1.60%,-0.70%,0.80%,21.0,-0.30%,0.70%,-1%,14.0,Consumer Defensive,Discount Stores,92.5,38.24,1912 days,5.234770704996578,141.89330543933053,27.105925633742405,2019,7.0
8459,14904,TJX Companies ,TJX,2019-11-15,Buy,-0.30%,-0.30%,1.80%,3.0,0.20%,0.40%,2%,18.0,Consumer Cyclical,Apparel Retail,125.69,59.82,1842 days,5.04312114989733,110.11367435640254,21.83442972783715,2019,-15.0
8460,14905,Mondelez International ,MDLZ,2019-07-23,Buy,-0.50%,-1.70%,-1.50%,3.0,0.80%,-1.30%,-6%,9.0,Consumer Defensive,Confectioners,64.95,54.79,1957 days,5.3579739904175225,18.543529841211907,3.4609219593779503,2019,-6.0
8461,14907,Lululemon Athletica ,LULU,2018-04-17,Buy,0.60%,3.00%,8.20%,82.0,-0.10%,-2.50%,0%,9.0,Consumer Cyclical,Apparel Retail,320.66,94.6,2419 days,6.622861054072553,238.9640591966174,36.08169599899318,2018,73.0
